8	64	0.024373	0.00099972
8	64	0.021948	0.00099972
8	64	0.025051	0.00099972
8	64	0.026009	0.00099972
8	64	0.025872	0.00099972
8	64	0.024186	0.00099972
8	64	0.041983	0.00099972
8	64	0.029978	0.00099972
8	64	0.024000	0.00099972
8	128	0.173821	0.000995146
8	128	0.084745	0.000995146
8	128	0.133220	0.000995146
8	128	0.289584	0.000995146
8	128	0.121511	0.000995146
8	128	0.147926	0.000995146
8	128	0.127484	0.000995146
8	128	0.195763	0.000995146
8	128	0.106398	0.000995146
8	128	0.144345	0.000995146
8	256	0.795271	0.000998949
8	256	0.661447	0.000998949
8	256	0.569885	0.000998949
8	256	0.646008	0.000998949
8	256	0.649143	0.000998949
8	256	0.661101	0.000998949
8	256	0.652642	0.000998949
8	256	0.623374	0.000998949
8	256	0.633974	0.000998949
8	256	0.577510	0.000998949
